Heavyweight,54,719466,Shawndell Terell Winters,http://boxrec.com/en/proboxer/719466,30.46,38,12,2,0
Heavyweight,55,574621,Dillon Carman,http://boxrec.com/en/proboxer/574621,30.38,33,14,5,0
Heavyweight,56,682283,Alexander Frank,http://boxrec.com/en/proboxer/682283,30.12,33,17,0,1
Heavyweight,57,655566,Tom Schwarz*,http://boxrec.com/en/proboxer/655566,28.90,25,25,1,0
Heavyweight,58,739980,Nathan Gorman,http://boxrec.com/en/proboxer/739980,27.65,23,16,1,0
Heavyweight,59,261205,Alex Leapai,http://boxrec.com/en/proboxer/261205,24.61,39,32,8,4
Heavyweight,60,374937,Andriy Rudenko,http://boxrec.com/en/proboxer/374937,23.89,36,32,4,0
Heavyweight,61,23704,Amir Mansour,http://boxrec.com/en/proboxer/23704,23.67,47,23,4,1
Heavyweight,62,510397,Arnold Gjergjaj,http://boxrec.com/en/proboxer/510397,23.14,34,33,3,0
Heavyweight,63,352748,Victor Emilio Ramirez,http://boxrec.com/en/proboxer/352748,23.07,35,26,4,1
Heavyweight,64,716569,Jermaine Franklin*,http://boxrec.com/en/proboxer/716569,22.94,25,19,0,0
Heavyweight,65,746744,Sergiej Werwejko,http://boxrec.com/en/proboxer/746744,22.37,31,11,2,0
Heavyweight,66,451,Oliver McCall,http://boxrec.com/en/proboxer/451,22.27,54,59,14,0
Heavyweight,67,814335,Frank Sanchez Faure,http://boxrec.com/en/proboxer/814335,21.99,27,13,0,0
Heavyweight,68,314868,Alexander Ustinov,http://boxrec.com/en/proboxer/314868,21.82,42,35,4,0
Heavyweight,69,664204,Umut Camkiran,http://boxrec.com/en/proboxer/664204,19.43,30,12,0,0
Heavyweight,70,713216,Tyrone Spong*,http://boxrec.com/en/proboxer/713216,19.05,34,14,0,0
Heavyweight,71,813592,Ivan Dychko,http://boxrec.com/en/proboxer/813592,18.72,29,9,0,0
Heavyweight,72,742693,Junior Fa,http://boxrec.com/en/proboxer/742693,17.69,29,18,0,0
Heavyweight,73,343636,Travis Kauffman,http://boxrec.com/en/proboxer/343636,17.50,34,32,3,0
Heavyweight,74,284612,Chazz Witherspoon,http://boxrec.com/en/proboxer/284612,16.54,38,38,3,0
Heavyweight,75,632393,Robert Alfonso,http://boxrec.com/en/proboxer/632393,15.39,32,19,0,1
Heavyweight,76,15726,Dominick Guinn*,http://boxrec.com/en/proboxer/15726,15.31,44,37,13,1
Heavyweight,77,692149,Zhilei Zhang,http://boxrec.com/en/proboxer/692149,14.87,36,20,0,0
Heavyweight,78,646375,Ytalo Perea,http://boxrec.com/en/proboxer/646375,14.26,26,11,5,2
Heavyweight,79,698269,Kamil Sokolowski,http://boxrec.com/en/proboxer/698269,14.09,33,7,15,2
Heavyweight,80,185947,Gonzalo Omar Basile*,http://boxrec.com/en/proboxer/185947,13.97,45,74,12,0
Heavyweight,81,550312,Izuagbe Ugonoh,http://boxrec.com/en/proboxer/550312,13.62,32,18,2,0
Heavyweight,82,14165,Attila Levin,http://boxrec.com/en/proboxer/14165,13.06,42,35,4,0
Heavyweight,83,585454,Rodney Hernandez,http://boxrec.com/en/proboxer/585454,12.24,30,13,8,2
Heavyweight,84,817769,Arslanbek Makhmudov*,http://boxrec.com/en/proboxer/817769,11.95,30,8,0,0
Heavyweight,85,489720,Carlos Negron,http://boxrec.com/en/proboxer/489720,11.95,32,20,3,0
Heavyweight,86,449561,Bogdan Dinu,http://boxrec.com/en/proboxer/449561,11.91,33,18,2,0
Heavyweight,87,490254,Johnny Muller,http://boxrec.com/en/proboxer/490254,11.56,"",21,8,2
Heavyweight,88,651723,Evgenios Lazaridis,http://boxrec.com/en/proboxer/651723,11.20,31,15,2,0
Heavyweight,89,622344,Jerry Forrest,http://boxrec.com/en/proboxer/622344,10.57,31,26,3,0
Heavyweight,90,531663,Michael Wallisch*,http://boxrec.com/en/proboxer/531663,10.38,33,20,2,0
Heavyweight,91,800125,Vladyslav Sirenko,http://boxrec.com/en/proboxer/800125,9.995,24,12,0,0
Heavyweight,92,672064,Stephan Shaw,http://boxrec.com/en/proboxer/672064,9.758,27,12,0,0
Heavyweight,93,16778,Ray Austin,http://boxrec.com/en/proboxer/16778,9.740,48,29,10,4
Heavyweight,94,422432,Iago Kiladze,http://boxrec.com/en/proboxer/422432,9.730,33,26,4,1
Heavyweight,95,727779,Oleksandr Teslenko,http://boxrec.com/en/proboxer/727779,9.539,27,16,1,0
Heavyweight,96,14256,Sherman Williams,http://boxrec.com/en/proboxer/14256,9.128,47,42,15,2
Heavyweight,97,836567,Shigabudin Aliev,http://boxrec.com/en/proboxer/836567,9.052,26,8,0,0
Heavyweight,98,469065,Elvis Moyo,http://boxrec.com/en/proboxer/469065,8.954,35,9,6,2
Heavyweight,99,678288,Trey Lippe,http://boxrec.com/en/proboxer/678288,8.771,30,16,0,0
Heavyweight,100,396836,Tshibuabua Kalonga,http://boxrec.com/en/proboxer/396836,8.276,36,9,0,0
Heavyweight,101,451320,Facundo Nahuel Simal,http://boxrec.com/en/proboxer/451320,8.265,33,22,0,1
Heavyweight,102,173416,Kevin Johnson*,http://boxrec.com/en/proboxer/173416,7.705,40,34,14,1
Heavyweight,103,283628,Devin Vargas,http://boxrec.com/en/proboxer/283628,7.661,37,21,5,0
Heavyweight,104,368978,Yakup Saglam*,http://boxrec.com/en/proboxer/368978,7.624,42,42,5,0
Heavyweight,105,679276,Jonathan Rice,http://boxrec.com/en/proboxer/679276,7.530,32,13,4,1
Heavyweight,106,530540,Herve Hubeaux*,http://boxrec.com/en/proboxer/530540,7.495,27,31,3,0
Heavyweight,107,590077,Marcin Siwy*,http://boxrec.com/en/proboxer/590077,7.487,28,19,0,0
Heavyweight,108,679269,Hemi Ahio,http://boxrec.com/en/proboxer/679269,7.449,29,15,0,0
Heavyweight,109,785279,Pavel Sour*,http://boxrec.com/en/proboxer/785279,7.390,36,11,1,0
Heavyweight,110,694641,Ruann Visser,http://boxrec.com/en/proboxer/694641,7.299,28,17,2,0
Heavyweight,111,560005,Joshua Tufte,http://boxrec.com/en/proboxer/560005,7.283,32,19,3,0
Heavyweight,112,752985,Darmani Rock*,http://boxrec.com/en/proboxer/752985,7.203,23,16,0,0
Heavyweight,113,715608,Cassius Chaney*,http://boxrec.com/en/proboxer/715608,7.086,32,16,0,0
Heavyweight,114,481634,Adam Braidwood,http://boxrec.com/en/proboxer/481634,6.989,35,14,2,0
Heavyweight,115,698932,George Arias,http://boxrec.com/en/proboxer/698932,6.980,27,14,0,0
Heavyweight,116,702784,Demsey McKean*,http://boxrec.com/en/proboxer/702784,6.870,29,16,0,0
Heavyweight,117,803101,Oleksandr Zakhozhyi,http://boxrec.com/en/proboxer/803101,6.525,26,12,0,0
Heavyweight,118,785893,Fabio Wardley,http://boxrec.com/en/proboxer/785893,6.467,24,8,0,0
Heavyweight,119,576438,Tom Little,http://boxrec.com/en/proboxer/576438,6.430,32,10,7,0
Heavyweight,120,652739,LaRon Mitchell,http://boxrec.com/en/proboxer/652739,6.426,39,16,2,0
Heavyweight,121,816268,Kem Ljungquist,http://boxrec.com/en/proboxer/816268,6.337,29,9,0,0
Heavyweight,122,379189,Cyril Leonet*,http://boxrec.com/en/proboxer/379189,6.148,36,15,10,3
Heavyweight,123,574472,Agron Smakici*,http://boxrec.com/en/proboxer/574472,6.019,29,15,0,0
Heavyweight,124,58875,Rydell Booker,http://boxrec.com/en/proboxer/58875,5.972,38,26,2,0
Heavyweight,125,521513,Raphael Tronche*,http://boxrec.com/en/proboxer/521513,5.902,29,12,0,0
Heavyweight,126,237842,Mark De Mori*,http://boxrec.com/en/proboxer/237842,5.830,37,37,2,2
Heavyweight,127,849885,Guido Vianello,http://boxrec.com/en/proboxer/849885,5.695,25,5,0,0
Heavyweight,128,431653,Joe Hanks,http://boxrec.com/en/proboxer/431653,5.477,36,23,3,0
Heavyweight,129,801419,Alex Dickinson*,http://boxrec.com/en/proboxer/801419,5.376,32,10,1,0
Heavyweight,130,584992,Junior Anthony Wright,http://boxrec.com/en/proboxer/584992,5.297,33,17,3,1
Heavyweight,131,616873,Gregory Corbin,http://boxrec.com/en/proboxer/616873,5.193,38,15,2,0
Heavyweight,132,790637,Ariel Esteban Bracamonte*,http://boxrec.com/en/proboxer/790637,5.134,26,9,3,0
Heavyweight,133,397632,Vladimir Tereshkin*,http://boxrec.com/en/proboxer/397632,5.084,31,21,0,1
Heavyweight,134,760653,Kristian Prenga,http://boxrec.com/en/proboxer/760653,5.069,28,9,1,0
Heavyweight,135,707814,Hussein Muhamed*,http://boxrec.com/en/proboxer/707814,5.044,28,13,0,0
Heavyweight,136,782449,Josh Sandland*,http://boxrec.com/en/proboxer/782449,5.032,27,3,1,1
Heavyweight,137,828618,Arslan Yallyev*,http://boxrec.com/en/proboxer/828618,4.902,22,5,0,0
Heavyweight,138,753870,Mirko Tintor,http://boxrec.com/en/proboxer/753870,4.890,32,15,3,1
Heavyweight,139,687902,Ivan Di Berardino,http://boxrec.com/en/proboxer/687902,4.797,37,9,1,1
Heavyweight,140,703794,Christian Lewandowski,http://boxrec.com/en/proboxer/703794,4.758,26,12,3,0
Heavyweight,141,540890,Kristijan Krstacic*,http://boxrec.com/en/proboxer/540890,4.681,38,17,2,0
Heavyweight,142,555940,Onoriode Ehwarieme,http://boxrec.com/en/proboxer/555940,4.680,31,17,1,0
Heavyweight,143,534091,Alexander Flores*,http://boxrec.com/en/proboxer/534091,4.592,29,17,2,1
Heavyweight,144,348804,Bowie Tupou,http://boxrec.com/en/proboxer/348804,4.538,37,28,6,0
Heavyweight,145,762250,Labinot Xhoxhaj,http://boxrec.com/en/proboxer/762250,4.528,26,12,0,0
Heavyweight,146,389896,Santander Silgado*,http://boxrec.com/en/proboxer/389896,4.417,34,28,7,0
Heavyweight,147,643273,Apti Davtaev,http://boxrec.com/en/proboxer/643273,4.383,30,18,0,1
Heavyweight,148,662388,Herman Ene Purcell*,http://boxrec.com/en/proboxer/662388,4.371,24,15,8,0
Heavyweight,149,737004,Willie Jake Jr,http://boxrec.com/en/proboxer/737004,4.312,36,8,3,1
Heavyweight,150,290909,Victor Bisbal,http://boxrec.com/en/proboxer/290909,4.242,39,23,4,0
Heavyweight,151,813796,Mark Bennett,http://boxrec.com/en/proboxer/813796,4.212,31,5,0,0
Heavyweight,152,640110,Will Nasio,http://boxrec.com/en/proboxer/640110,4.170,33,12,4,0
Heavyweight,153,730313,Robert Simms*,http://boxrec.com/en/proboxer/730313,4.124,35,9,3,0
Heavyweight,154,790906,Faiga Opelu*,http://boxrec.com/en/proboxer/790906,4.118,25,11,1,1
Heavyweight,155,305886,Maurenzo Smith,http://boxrec.com/en/proboxer/305886,4.084,41,21,11,4
Heavyweight,156,593190,Samir Nebo,http://boxrec.com/en/proboxer/593190,4.075,38,10,3,1
Heavyweight,157,687864,Senad Gashi*,http://boxrec.com/en/proboxer/687864,4.063,29,18,3,0
Heavyweight,158,673053,Sergio Ramirez*,http://boxrec.com/en/proboxer/673053,3.995,34,18,6,0
Heavyweight,159,834487,Bakhodir Jalolov*,http://boxrec.com/en/proboxer/834487,3.968,25,6,0,0
Heavyweight,160,598044,Donovan Dennis*,http://boxrec.com/en/proboxer/598044,3.948,32,12,4,0
Heavyweight,161,538855,Boris Estenfelder*,http://boxrec.com/en/proboxer/538855,3.918,32,11,1,1
Heavyweight,162,682513,Jonathon Guidry,http://boxrec.com/en/proboxer/682513,3.894,29,14,0,2
Heavyweight,163,584978,Kash Ali,http://boxrec.com/en/proboxer/584978,3.882,27,15,1,0
Heavyweight,164,385460,Rogelio Omar Rossi,http://boxrec.com/en/proboxer/385460,3.800,37,20,8,1
Heavyweight,165,718454,Pezhman Seifkhani*,http://boxrec.com/en/proboxer/718454,3.771,28,9,0,0
Heavyweight,166,308999,Carl Davis Drumond,http://boxrec.com/en/proboxer/308999,3.758,44,32,5,0
Heavyweight,167,357372,Vikapita Meroro,http://boxrec.com/en/proboxer/357372,3.750,34,29,7,0
Heavyweight,168,790661,Albon Pervizaj,http://boxrec.com/en/proboxer/790661,3.677,24,12,0,0
Heavyweight,169,731894,Jacek Christoph Piatek*,http://boxrec.com/en/proboxer/731894,3.629,46,10,0,0
Heavyweight,170,441947,Jeremiah Williams,http://boxrec.com/en/proboxer/441947,3.564,47,15,13,1
Heavyweight,171,808005,Zhan Kossobutskiy*,http://boxrec.com/en/proboxer/808005,3.533,30,11,0,0
Heavyweight,172,783061,Julian Fernandez*,http://boxrec.com/en/proboxer/783061,3.519,26,13,1,0
Heavyweight,173,528951,Yasmany Consuegra,http://boxrec.com/en/proboxer/528951,3.412,35,18,3,0
Heavyweight,174,718566,Niall Kennedy,http://boxrec.com/en/proboxer/718566,3.412,35,13,1,1
Heavyweight,175,825272,Christian Thun,http://boxrec.com/en/proboxer/825272,3.384,27,4,0,0
Heavyweight,176,582299,Isaac Munoz Gutierrez,http://boxrec.com/en/proboxer/582299,3.380,27,12,0,1
Heavyweight,177,704879,Willis Meehan*,http://boxrec.com/en/proboxer/704879,3.363,24,9,0,0
Heavyweight,178,712457,Keenan Hickmon*,http://boxrec.com/en/proboxer/712457,3.304,31,6,4,1
Heavyweight,179,712537,Patrick Korte,http://boxrec.com/en/proboxer/712537,3.284,35,16,1,0
Heavyweight,180,779576,Jay McFarlane*,http://boxrec.com/en/proboxer/779576,3.242,21,10,3,0
Heavyweight,181,48247,Steve Vukosa,http://boxrec.com/en/proboxer/48247,3.209,42,12,1,0
Heavyweight,182,676811,Mohamed Soltby,http://boxrec.com/en/proboxer/676811,3.198,28,16,2,0
Heavyweight,183,847455,Erik Pfeifer,http://boxrec.com/en/proboxer/847455,3.186,32,6,0,0
Heavyweight,184,583273,Terrell Jamal Woods*,http://boxrec.com/en/proboxer/583273,3.122,30,21,45,7
Heavyweight,185,815296,Michael Polite Coffie,http://boxrec.com/en/proboxer/815296,3.113,33,6,0,0
Heavyweight,186,674375,Boban Filipovic,http://boxrec.com/en/proboxer/674375,3.112,43,26,1,0
Heavyweight,187,656399,Gabriel Enguema,http://boxrec.com/en/proboxer/656399,3.106,35,10,9,0
Heavyweight,188,762885,Jesus Israel Molina,http://boxrec.com/en/proboxer/762885,3.089,29,8,1,1
Heavyweight,189,847814,Roman Gorst*,http://boxrec.com/en/proboxer/847814,3.070,30,5,0,0
Heavyweight,190,695273,Kristaps Zutis,http://boxrec.com/en/proboxer/695273,3.024,29,7,1,2
Heavyweight,191,796559,Tomas Salek,http://boxrec.com/en/proboxer/796559,3.001,21,10,1,0
Heavyweight,192,699496,James McKenzie Morrison*,http://boxrec.com/en/proboxer/699496,2.947,29,16,0,2
Heavyweight,193,735878,Jack Mulowayi,http://boxrec.com/en/proboxer/735878,2.924,32,7,1,1
Heavyweight,194,506809,Newfel Ouatah*,http://boxrec.com/en/proboxer/506809,2.884,33,16,3,0
Heavyweight,195,714625,Nick Webb*,http://boxrec.com/en/proboxer/714625,2.849,32,13,2,0
Heavyweight,196,744714,Ruslan Myrsatayev,http://boxrec.com/en/proboxer/744714,2.846,34,6,0,0
Heavyweight,197,702744,Mike Balogun,http://boxrec.com/en/proboxer/702744,2.842,35,14,0,0
Heavyweight,198,829155,Marian Dzupka,http://boxrec.com/en/proboxer/829155,2.806,21,8,0,0
Heavyweight,199,565200,Razvan Cojanu,http://boxrec.com/en/proboxer/565200,2.794,32,16,6,0
Heavyweight,200,704649,Alexandru Gabroveanu,http://boxrec.com/en/proboxer/704649,2.787,31,13,0,0
Heavyweight,201,842130,Ellis Machin*,http://boxrec.com/en/proboxer/842130,2.768,27,3,0,1
Heavyweight,202,282547,Ronald Johnson*,http://boxrec.com/en/proboxer/282547,2.760,33,16,1,0
Heavyweight,203,778277,Alante Green*,http://boxrec.com/en/proboxer/778277,2.733,27,7,0,1
Heavyweight,204,622969,Avery Gibson,http://boxrec.com/en/proboxer/622969,2.697,36,9,8,4
Heavyweight,205,696174,Craig Lewis,http://boxrec.com/en/proboxer/696174,2.685,34,14,4,1
Heavyweight,206,517085,Flo Simba,http://boxrec.com/en/proboxer/517085,2.616,30,15,5,0
Heavyweight,207,799864,Elvis Garcia Munoz,http://boxrec.com/en/proboxer/799864,2.611,29,8,0,0
Heavyweight,208,720981,Nick Jones,http://boxrec.com/en/proboxer/720981,2.609,32,7,2,0
Heavyweight,209,698036,Don Haynesworth,http://boxrec.com/en/proboxer/698036,2.586,37,16,3,1
Heavyweight,210,524367,Nick Kisner*,http://boxrec.com/en/proboxer/524367,2.575,28,21,4,1
Heavyweight,211,30144,Julius Lloyd-Long,http://boxrec.com/en/proboxer/30144,2.536,42,18,24,1
Heavyweight,212,276970,Adnan Redzovic,http://boxrec.com/en/proboxer/276970,2.523,42,20,3,0
Heavyweight,213,50877,Chauncy Welliver,http://boxrec.com/en/proboxer/50877,2.517,36,57,12,5
Heavyweight,214,370515,Ramon Argentino Guidetti,http://boxrec.com/en/proboxer/370515,2.473,38,3,19,5
Heavyweight,215,543200,Joe Cusumano,http://boxrec.com/en/proboxer/543200,2.447,31,18,3,0
Heavyweight,216,726736,Quian Davis,http://boxrec.com/en/proboxer/726736,2.446,39,6,0,2
Heavyweight,217,640357,Simon Vallily*,http://boxrec.com/en/proboxer/640357,2.436,34,15,2,1
Heavyweight,218,421738,Marcelo Nascimento*,http://boxrec.com/en/proboxer/421738,2.425,38,18,19,0
Heavyweight,219,864330,Michael Pirotton,http://boxrec.com/en/proboxer/864330,2.400,23,4,0,0
Heavyweight,220,373703,Mariano Ruben Diaz Strunz,http://boxrec.com/en/proboxer/373703,2.388,37,13,15,1
Heavyweight,221,429552,Justin Jones,http://boxrec.com/en/proboxer/429552,2.386,37,22,0,2
Heavyweight,222,250868,Fabio Tuiach*,http://boxrec.com/en/proboxer/250868,2.376,39,29,6,0
Heavyweight,223,771165,Jorge Alejandro Arias,http://boxrec.com/en/proboxer/771165,2.369,25,8,1,1
Heavyweight,224,202946,Ignacio Esparza,http://boxrec.com/en/proboxer/202946,2.364,42,22,3,0
Heavyweight,225,790046,Djuar El Scheich,http://boxrec.com/en/proboxer/790046,2.360,27,11,0,0
Heavyweight,226,17779,Denis Bakhtov,http://boxrec.com/en/proboxer/17779,2.347,39,39,17,0
Heavyweight,227,397484,Roberto Thomas White,http://boxrec.com/en/proboxer/397484,2.338,49,15,12,3
Heavyweight,228,765570,Luca D'Ortenzi,http://boxrec.com/en/proboxer/765570,2.326,31,10,1,0
Heavyweight,229,633021,Lamont Capers,http://boxrec.com/en/proboxer/633021,2.289,28,9,14,5
Heavyweight,230,696821,Leandro Daniel Robutti,http://boxrec.com/en/proboxer/696821,2.273,33,6,4,0
Heavyweight,231,837015,Habib Vuqiterna,http://boxrec.com/en/proboxer/837015,2.258,27,3,0,0
Heavyweight,232,705838,Randall Rayment,http://boxrec.com/en/proboxer/705838,2.205,33,9,5,0
Heavyweight,233,378520,Jason Bergman,http://boxrec.com/en/proboxer/378520,2.160,35,27,17,2
Heavyweight,234,673904,Jean Pierre Augustin,http://boxrec.com/en/proboxer/673904,2.136,31,17,1,1
Heavyweight,235,621235,Danny Calhoun,http://boxrec.com/en/proboxer/621235,2.093,36,6,5,0
Heavyweight,236,742181,Kostiantyn Dovbyshchenko*,http://boxrec.com/en/proboxer/742181,2.080,28,6,4,1
Heavyweight,237,740651,Eugen Buchmueller*,http://boxrec.com/en/proboxer/740651,2.062,38,16,4,0
Heavyweight,238,355949,Faisal Ibnel Arrami,http://boxrec.com/en/proboxer/355949,2.041,35,18,7,1
Heavyweight,239,559783,Shawn Laughery,http://boxrec.com/en/proboxer/559783,2.011,28,9,3,0
Heavyweight,240,630275,Cristhian Nazareno Fernandez,http://boxrec.com/en/proboxer/630275,2.006,40,9,8,2
Heavyweight,241,601643,Daniel Martz,http://boxrec.com/en/proboxer/601643,1.975,28,18,8,1
Heavyweight,242,483691,Alexis Santos,http://boxrec.com/en/proboxer/483691,1.962,30,19,3,0
Heavyweight,243,687394,Patrick Eneanya,http://boxrec.com/en/proboxer/687394,1.935,32,10,2,0
Heavyweight,244,827454,Evan Gubera,http://boxrec.com/en/proboxer/827454,1.916,26,3,0,0
Heavyweight,245,818532,Danilo Milacic,http://boxrec.com/en/proboxer/818532,1.899,"",6,0,0
Heavyweight,246,790284,Hasim Rahman Jr,http://boxrec.com/en/proboxer/790284,1.878,28,8,0,0
Heavyweight,247,833717,Ryan Charles,http://boxrec.com/en/proboxer/833717,1.874,32,6,0,0
Heavyweight,248,828558,Oleksandr Babanov,http://boxrec.com/en/proboxer/828558,1.845,32,3,0,0
Heavyweight,249,24285,Osborn Machimana,http://boxrec.com/en/proboxer/24285,1.836,40,23,13,2
Heavyweight,250,806568,Amron Sands,http://boxrec.com/en/proboxer/806568,1.820,25,9,0,0
Heavyweight,251,730488,Stan Surmacz,http://boxrec.com/en/proboxer/730488,1.785,29,11,1,0
Heavyweight,252,760082,Gabriel Hernandez,http://boxrec.com/en/proboxer/760082,1.758,24,10,0,0
Heavyweight,253,852456,Artem Suslenkov,http://boxrec.com/en/proboxer/852456,1.754,24,3,0,0
Heavyweight,254,391589,Kenny Cruz Carasquillo,http://boxrec.com/en/proboxer/391589,1.724,30,3,3,1
Heavyweight,255,138474,Aldo Colliander,http://boxrec.com/en/proboxer/138474,1.664,41,15,3,0
Heavyweight,256,682793,Ronald Baca,http://boxrec.com/en/proboxer/682793,1.655,33,9,4,4
Heavyweight,257,614225,Chris Healey*,http://boxrec.com/en/proboxer/614225,1.648,31,8,5,0
Heavyweight,258,762039,Viktar Chvarkou,http://boxrec.com/en/proboxer/762039,1.643,34,2,5,0
Heavyweight,259,803100,Gasan Gimbatov,http://boxrec.com/en/proboxer/803100,1.624,25,4,1,0
Heavyweight,260,456799,Juan Pedro Guglielmetti,http://boxrec.com/en/proboxer/456799,1.596,46,11,5,0
Heavyweight,261,302151,Alex Mazikin,http://boxrec.com/en/proboxer/302151,1.580,44,14,15,2
Heavyweight,262,746872,Tim Chemelli*,http://boxrec.com/en/proboxer/746872,1.574,37,5,3,0
Heavyweight,263,703793,Dennis Lewandowski,http://boxrec.com/en/proboxer/703793,1.565,25,13,4,0
Heavyweight,264,824368,Joseph Goodall,http://boxrec.com/en/proboxer/824368,1.556,27,6,0,1
